Static_Library_Name,Item_Category,Number_of_Issues,Number_of_Renewals,Total,Year
Coalisland Library,Junior Fiction Spoken Word,,5,5,2021
Coalisland Library,Junior Language Pack,1,7,8,2021
Coalisland Library,Junior Non-fiction,2191,580,2771,2021
Coalisland Library,Junior Non-fiction Spoken Word,2,1,3,2021
Coalisland Library,Language Course ,1,1,2,2021
Coalisland Library,Music CD,,3,3,2021
Coalisland Library,Reading Development,35,10,45,2021
Coalisland Library,Reading Group,132,51,183,2021
Coalisland Library,Reference Non-borrowable,22,25,47,2021
Coalisland Library,Teenage Fiction,101,71,172,2021
Coalisland Library,Teenage Non-fiction,22,13,35,2021
Coalisland Library,Uncategorised,2,5,7,2021
Coleraine Library,Adult Fiction,13873,5091,18964,2021
Coleraine Library,Adult Fiction Large Print,751,208,959,2021
Coleraine Library,Adult Fiction Spoken Word,210,145,355,2021
Coleraine Library,Adult Non-fiction,2246,2606,4852,2021
Coleraine Library,Adult Non-fiction Large Print,20,4,24,2021
Coleraine Library,Adult Non-fiction Spoken Word,9,8,17,2021
Coleraine Library,Adult Reference,48,10,58,2021
Coleraine Library,Curriculum Support Collection,65,107,172,2021
Coleraine Library,Junior Fiction,16922,5521,22443,2021
Coleraine Library,Junior Fiction Large Print,1,,1,2021
Coleraine Library,Junior Fiction Spoken Word,9,9,18,2021
Coleraine Library,Junior Language Pack,3,13,16,2021
Coleraine Library,Junior Non-fiction,1879,769,2648,2021
Coleraine Library,Junior Non-fiction Spoken Word,1,8,9,2021
Coleraine Library,Language Course ,2,3,5,2021
Coleraine Library,Music CD,4,28,32,2021
Coleraine Library,Reading Development,21,13,34,2021
Coleraine Library,Reading Group,181,77,258,2021
Coleraine Library,Reference Non-borrowable,3,1,4,2021
Coleraine Library,Teenage Fiction,149,104,253,2021
Coleraine Library,Teenage Non-fiction,8,14,22,2021
Colin Glen Library,Adult Fiction,4956,2677,7633,2021
Colin Glen Library,Adult Fiction Large Print,574,181,755,2021
Colin Glen Library,Adult Fiction Spoken Word,218,86,304,2021
Colin Glen Library,Adult Non-fiction,1136,1141,2277,2021
Colin Glen Library,Adult Non-fiction Large Print,4,1,5,2021
Colin Glen Library,Adult Non-fiction Spoken Word,12,7,19,2021
Colin Glen Library,Curriculum Support Collection,28,20,48,2021
Colin Glen Library,Junior Fiction,9534,2606,12140,2021
Colin Glen Library,Junior Fiction Large Print,3,1,4,2021
Colin Glen Library,Junior Fiction Spoken Word,1,,1,2021
Colin Glen Library,Junior Language Pack,,16,16,2021
Colin Glen Library,Junior Non-fiction,961,629,1590,2021
Colin Glen Library,Music CD,1,3,4,2021
Colin Glen Library,Reading Development,1,1,2,2021
Colin Glen Library,Reading Group,113,53,166,2021
Colin Glen Library,Reference Non-borrowable,4,,4,2021
Colin Glen Library,Teenage Fiction,58,23,81,2021
Colin Glen Library,Teenage Non-fiction,23,15,38,2021
Colin Glen Library,Uncategorised,1,,1,2021
Comber Library,Adult Fiction,11231,3677,14908,2021
Comber Library,Adult Fiction Large Print,436,82,518,2021
Comber Library,Adult Fiction Spoken Word,743,187,930,2021
Comber Library,Adult Non-fiction,1704,1351,3055,2021
Comber Library,Adult Non-fiction Large Print,7,,7,2021
Comber Library,Adult Non-fiction Spoken Word,11,2,13,2021
Comber Library,Adult Reference,1,2,3,2021
Comber Library,Chatterbooks,6,1,7,2021
Comber Library,Curriculum Support Collection,11,29,40,2021
Comber Library,Junior Fiction,12885,3317,16202,2021
Comber Library,Junior Fiction Large Print,2,2,4,2021
Comber Library,Junior Fiction Spoken Word,9,6,15,2021
Comber Library,Junior Language Pack,4,2,6,2021
Comber Library,Junior Non-fiction,2101,664,2765,2021
Comber Library,Junior Non-fiction Spoken Word,2,,2,2021
Comber Library,Music CD,3,,3,2021
Comber Library,Reading Development,19,22,41,2021
Comber Library,Reading Group,207,80,287,2021
Comber Library,Reference Non-borrowable,,6,6,2021
Comber Library,Teenage Fiction,141,66,207,2021
Comber Library,Teenage Non-fiction,20,16,36,2021
Comber Library,Uncategorised,5,1,6,2021
Cookstown Library,Adult Fiction,13119,7055,20174,2021
Cookstown Library,Adult Fiction Large Print,668,290,958,2021
Cookstown Library,Adult Fiction Spoken Word,200,110,310,2021
Cookstown Library,Adult Non-fiction,3045,3052,6097,2021
Cookstown Library,Adult Non-fiction Large Print,13,,13,2021
Cookstown Library,Adult Non-fiction Spoken Word,10,5,15,2021
Cookstown Library,Adult Reference,2,,2,2021
Cookstown Library,Curriculum Support Collection,105,115,220,2021
Cookstown Library,Junior Fiction,28045,8022,36067,2021
Cookstown Library,Junior Fiction Large Print,9,8,17,2021
Cookstown Library,Junior Fiction Spoken Word,20,12,32,2021
Cookstown Library,Junior Language Pack,14,18,32,2021
Cookstown Library,Junior Non-fiction,3951,1509,5460,2021
Cookstown Library,Junior Non-fiction Spoken Word,3,,3,2021
Cookstown Library,Language Course ,2,,2,2021
Cookstown Library,Music CD,,2,2,2021
Cookstown Library,Reading Development,35,34,69,2021
Cookstown Library,Reading Group,5,9,14,2021
Cookstown Library,Reference Non-borrowable,4,2,6,2021
Cookstown Library,Teenage Fiction,379,177,556,2021
Cookstown Library,Teenage Non-fiction,32,25,57,2021
Cookstown Library,Uncategorised,2,1,3,2021
Cregagh Library,Adult Fiction,8655,3656,12311,2021
Cregagh Library,Adult Fiction Large Print,680,153,833,2021
Cregagh Library,Adult Fiction Spoken Word,339,240,579,2021
Cregagh Library,Adult Non-fiction,2279,2035,4314,2021
Cregagh Library,Adult Non-fiction Large Print,27,11,38,2021
Cregagh Library,Adult Non-fiction Spoken Word,16,48,64,2021
Cregagh Library,Adult Reference,2,4,6,2021
Cregagh Library,Curriculum Support Collection,42,117,159,2021
Cregagh Library,DVD U,1,,1,2021
Cregagh Library,Junior Fiction,19085,5999,25084,2021
Cregagh Library,Junior Fiction Large Print,5,2,7,2021
Cregagh Library,Junior Fiction Spoken Word,7,6,13,2021
Cregagh Library,Junior Language Pack,5,,5,2021
Cregagh Library,Junior Non-fiction,2037,949,2986,2021
Cregagh Library,Language Course ,,6,6,2021
Cregagh Library,Music CD,3,14,17,2021
Cregagh Library,Reading Development,10,9,19,2021
Cregagh Library,Reading Group,213,37,250,2021
Cregagh Library,Reference Non-borrowable,6,1,7,2021
Cregagh Library,Teenage Fiction,159,53,212,2021
Cregagh Library,Teenage Non-fiction,14,18,32,2021
Cregagh Library,Uncategorised,1,,1,2021
Creggan Library,Adult Fiction,2399,881,3280,2021
Creggan Library,Adult Fiction Large Print,124,60,184,2021
Creggan Library,Adult Fiction Spoken Word,11,17,28,2021
Creggan Library,Adult Non-fiction,463,483,946,2021
Creggan Library,Adult Non-fiction Large Print,,14,14,2021
Creggan Library,Adult Non-fiction Spoken Word,1,,1,2021
Creggan Library,Curriculum Support Collection,6,12,18,2021
Creggan Library,Junior Fiction,6742,1316,8058,2021
Creggan Library,Junior Fiction Large Print,3,,3,2021
Creggan Library,Junior Language Pack,8,2,10,2021
Creggan Library,Junior Non-fiction,538,130,668,2021
Creggan Library,Reading Development,2,1,3,2021
Creggan Library,Reference Non-borrowable,1,,1,2021
Creggan Library,Teenage Fiction,79,7,86,2021
Creggan Library,Teenage Non-fiction,4,1,5,2021
Crossmaglen Library,Adult Fiction,2830,1186,4016,2021
Crossmaglen Library,Adult Fiction Large Print,227,48,275,2021
Crossmaglen Library,Adult Fiction Spoken Word,29,18,47,2021
Crossmaglen Library,Adult Non-fiction,473,343,816,2021
Crossmaglen Library,Adult Non-fiction Large Print,3,1,4,2021
Crossmaglen Library,Adult Non-fiction Spoken Word,1,1,2,2021
Crossmaglen Library,Curriculum Support Collection,6,8,14,2021
Crossmaglen Library,Junior Fiction,10555,2582,13137,2021
Crossmaglen Library,Junior Fiction Large Print,2,,2,2021
Crossmaglen Library,Junior Fiction Spoken Word,7,1,8,2021
Crossmaglen Library,Junior Language Pack,,5,5,2021
Crossmaglen Library,Junior Non-fiction,868,302,1170,2021
Crossmaglen Library,Reading Development,29,2,31,2021
Crossmaglen Library,Reading Group,16,12,28,2021
Crossmaglen Library,Teenage Fiction,52,34,86,2021
Crossmaglen Library,Teenage Non-fiction,10,11,21,2021
Crumlin Library,Adult Fiction,3298,1821,5119,2021
Crumlin Library,Adult Fiction Large Print,226,45,271,2021
Crumlin Library,Adult Fiction Spoken Word,24,68,92,2021
Crumlin Library,Adult Non-fiction,759,874,1633,2021
Crumlin Library,Adult Non-fiction Large Print,8,4,12,2021
Crumlin Library,Adult Non-fiction Spoken Word,1,3,4,2021
Crumlin Library,Chatterbooks,,2,2,2021
Crumlin Library,Curriculum Support Collection,11,6,17,2021
Crumlin Library,DVD U,,1,1,2021
Crumlin Library,Junior Fiction,7143,2518,9661,2021
Crumlin Library,Junior Fiction Large Print,3,2,5,2021
Crumlin Library,Junior Fiction Spoken Word,10,10,20,2021
Crumlin Library,Junior Language Pack,3,1,4,2021
Crumlin Library,Junior Non-fiction,1330,495,1825,2021
Crumlin Library,Junior Non-fiction Spoken Word,1,1,2,2021
Crumlin Library,Language Course ,,1,1,2021
Crumlin Library,Music CD,,1,1,2021
Crumlin Library,Reading Development,41,8,49,2021
Crumlin Library,Reading Group,247,52,299,2021
Crumlin Library,Teenage Fiction,40,44,84,2021
Crumlin Library,Teenage Non-fiction,10,8,18,2021
Cushendall Library,Adult Fiction,3828,1998,5826,2021
Cushendall Library,Adult Fiction Large Print,183,108,291,2021
Cushendall Library,Adult Fiction Spoken Word,65,46,111,2021
Cushendall Library,Adult Non-fiction,949,917,1866,2021
Cushendall Library,Adult Non-fiction Large Print,4,10,14,2021
Cushendall Library,Adult Non-fiction Spoken Word,1,4,5,2021
Cushendall Library,Adult Reference,4,2,6,2021
Cushendall Library,Chatterbooks,,1,1,2021
Cushendall Library,Curriculum Support Collection,7,9,16,2021
Cushendall Library,Junior Fiction,5251,1817,7068,2021
Cushendall Library,Junior Fiction Spoken Word,10,,10,2021
Cushendall Library,Junior Language Pack,7,14,21,2021
Cushendall Library,Junior Non-fiction,573,307,880,2021
Cushendall Library,Junior Non-fiction Spoken Word,2,1,3,2021
Cushendall Library,Language Course ,2,,2,2021
Cushendall Library,Reading Development,20,6,26,2021
Cushendall Library,Reading Group,59,45,104,2021
Cushendall Library,Teenage Fiction,63,41,104,2021
Cushendall Library,Teenage Non-fiction,11,5,16,2021
Cushendall Library,Uncategorised,1,,1,2021
Derry Central Library,Adult Fiction,19769,9527,29296,2021
Derry Central Library,Adult Fiction Large Print,1238,374,1612,2021
Derry Central Library,Adult Fiction Spoken Word,491,332,823,2021
Derry Central Library,Adult Non-fiction,6905,6101,13006,2021
Derry Central Library,Adult Non-fiction Large Print,26,14,40,2021
Derry Central Library,Adult Non-fiction Spoken Word,39,28,67,2021
Derry Central Library,Adult Reference,82,16,98,2021
Derry Central Library,Curriculum Support Collection,138,97,235,2021
Derry Central Library,Junior Fiction,13780,4982,18762,2021
Derry Central Library,Junior Fiction Large Print,30,4,34,2021
Derry Central Library,Junior Fiction Spoken Word,45,23,68,2021
Derry Central Library,Junior Language Pack,59,94,153,2021
Derry Central Library,Junior Non-fiction,1619,868,2487,2021
Derry Central Library,Junior Non-fiction Large Print,3,,3,2021
Derry Central Library,Junior Non-fiction Spoken Word,3,11,14,2021
Derry Central Library,Language Course ,2,3,5,2021
Derry Central Library,Music CD,11,3,14,2021
Derry Central Library,Reading Development,164,98,262,2021
Derry Central Library,Reading Group,355,53,408,2021
Derry Central Library,Reference Non-borrowable,8,3,11,2021
Derry Central Library,Teenage Fiction,274,187,461,2021
Derry Central Library,Teenage Non-fiction,45,38,83,2021
Donaghadee Library,Adult Fiction,8902,4119,13021,2021
Donaghadee Library,Adult Fiction Large Print,1307,714,2021,2021
Donaghadee Library,Adult Fiction Spoken Word,764,436,1200,2021
Donaghadee Library,Adult Non-fiction,2102,1531,3633,2021
Donaghadee Library,Adult Non-fiction Large Print,11,38,49,2021
Donaghadee Library,Adult Non-fiction Spoken Word,10,22,32,2021
Donaghadee Library,Adult Reference,3,1,4,2021
Donaghadee Library,Curriculum Support Collection,24,11,35,2021
Donaghadee Library,Junior Fiction,14154,3873,18027,2021
Donaghadee Library,Junior Fiction Large Print,1,1,2,2021
Donaghadee Library,Junior Fiction Spoken Word,44,26,70,2021
Donaghadee Library,Junior Language Pack,20,110,130,2021
Donaghadee Library,Junior Non-fiction,2272,667,2939,2021
Donaghadee Library,Junior Non-fiction Spoken Word,1,,1,2021
Donaghadee Library,Junior Reference,16,,16,2021
Donaghadee Library,Reading Development,40,19,59,2021
Donaghadee Library,Reading Group,133,194,327,2021
Donaghadee Library,Reference Non-borrowable,7,,7,2021
Donaghadee Library,Teenage Fiction,94,64,158,2021
Donaghadee Library,Teenage Non-fiction,24,7,31,2021
Donaghadee Library,Uncategorised,,1,1,2021
Downpatrick Library,Adult Fiction,14369,6452,20821,2021
Downpatrick Library,Adult Fiction Large Print,1276,223,1499,2021
Downpatrick Library,Adult Fiction Spoken Word,669,262,931,2021
Downpatrick Library,Adult Non-fiction,2405,2587,4992,2021
Downpatrick Library,Adult Non-fiction Large Print,12,4,16,2021
Downpatrick Library,Adult Non-fiction Spoken Word,22,8,30,2021
Downpatrick Library,Adult Reference,4,,4,2021
Downpatrick Library,Chatterbooks,,1,1,2021
Downpatrick Library,Curriculum Support Collection,93,146,239,2021
Downpatrick Library,DVD U,,1,1,2021
Downpatrick Library,Junior Fiction,22158,7400,29558,2021
Downpatrick Library,Junior Fiction Large Print,5,1,6,2021
Downpatrick Library,Junior Fiction Spoken Word,44,23,67,2021
Downpatrick Library,Junior Language Pack,34,49,83,2021
Downpatrick Library,Junior Non-fiction,3055,1192,4247,2021
Downpatrick Library,Junior Non-fiction Spoken Word,2,2,4,2021
Downpatrick Library,Language Course ,,6,6,2021
Downpatrick Library,Reading Development,14,25,39,2021
Downpatrick Library,Reading Group,24,6,30,2021
Downpatrick Library,Reference Non-borrowable,22,5,27,2021
Downpatrick Library,Teenage Fiction,168,105,273,2021
Downpatrick Library,Teenage Non-fiction,26,23,49,2021
Downpatrick Library,Uncategorised,3,,3,2021
Draperstown Library,Adult Fiction,2634,1384,4018,2021
Draperstown Library,Adult Fiction Large Print,247,22,269,2021
Draperstown Library,Adult Fiction Spoken Word,20,18,38,2021
Draperstown Library,Adult Non-fiction,500,617,1117,2021
Draperstown Library,Adult Non-fiction Large Print,7,5,12,2021
Draperstown Library,Adult Non-fiction Spoken Word,2,2,4,2021
Draperstown Library,Adult Reference,6,10,16,2021
Draperstown Library,Curriculum Support Collection,3,22,25,2021
Draperstown Library,Junior Fiction,8393,1555,9948,2021
Draperstown Library,Junior Language Pack,5,10,15,2021
Draperstown Library,Junior Non-fiction,797,213,1010,2021
Draperstown Library,Junior Non-fiction Large Print,1,,1,2021
Draperstown Library,Music CD,1,1,2,2021
Draperstown Library,Reading Development,,1,1,2021
Draperstown Library,Reading Group,11,4,15,2021
Draperstown Library,Reference Non-borrowable,3,6,9,2021
Draperstown Library,Teenage Fiction,26,11,37,2021
Draperstown Library,Teenage Non-fiction,17,31,48,2021
Dromore Library,Adult Fiction,5205,2154,7359,2021
Dromore Library,Adult Fiction Large Print,119,44,163,2021
Dromore Library,Adult Fiction Spoken Word,139,148,287,2021
Dromore Library,Adult Non-fiction,728,800,1528,2021
Dromore Library,Adult Non-fiction Large Print,2,4,6,2021
Dromore Library,Adult Non-fiction Spoken Word,6,23,29,2021
Dromore Library,Adult Reference,1,,1,2021
Dromore Library,Chatterbooks,2,4,6,2021
Dromore Library,Curriculum Support Collection,35,82,117,2021
Dromore Library,Junior Fiction,13014,3314,16328,2021
Dromore Library,Junior Fiction Large Print,5,,5,2021
Dromore Library,Junior Fiction Spoken Word,15,4,19,2021
Dromore Library,Junior Language Pack,1,5,6,2021
Dromore Library,Junior Non-fiction,1564,589,2153,2021
Dromore Library,Junior Non-fiction Spoken Word,1,,1,2021
Dromore Library,Language Course ,,1,1,2021
Dromore Library,Reading Development,24,27,51,2021
Dromore Library,Reading Group,16,8,24,2021
Dromore Library,Reference Non-borrowable,1,,1,2021
Dromore Library,Teenage Fiction,128,43,171,2021
Dromore Library,Teenage Non-fiction,13,9,22,2021
Dundonald Library,Adult Fiction,8726,4056,12782,2021
Dundonald Library,Adult Fiction Large Print,645,85,730,2021
Dundonald Library,Adult Fiction Spoken Word,679,230,909,2021
Dundonald Library,Adult Non-fiction,1876,1642,3518,2021
Dundonald Library,Adult Non-fiction Large Print,4,,4,2021
Dundonald Library,Adult Non-fiction Spoken Word,19,14,33,2021
Dundonald Library,Adult Reference,3,1,4,2021
Dundonald Library,Curriculum Support Collection,60,85,145,2021
Dundonald Library,Junior Fiction,15458,4136,19594,2021
Dundonald Library,Junior Fiction Large Print,4,,4,2021
Dundonald Library,Junior Fiction Spoken Word,19,56,75,2021
Dundonald Library,Junior Language Pack,4,2,6,2021
Dundonald Library,Junior Non-fiction,2188,863,3051,2021
Dundonald Library,Junior Non-fiction Spoken Word,1,,1,2021
Dundonald Library,Reading Development,16,8,24,2021
Dundonald Library,Reading Group,42,37,79,2021
Dundonald Library,Reference Non-borrowable,13,7,20,2021
Dundonald Library,Teenage Fiction,110,28,138,2021
Dundonald Library,Teenage Non-fiction,18,10,28,2021
Dundonald Library,Uncategorised,5,3,8,2021
Dungannon Library,Adult Fiction,11378,5800,17178,2021
Dungannon Library,Adult Fiction Large Print,1070,341,1411,2021
Dungannon Library,Adult Fiction Spoken Word,557,374,931,2021
Dungannon Library,Adult Non-fiction,3095,3548,6643,2021
Dungannon Library,Adult Non-fiction Large Print,11,5,16,2021
Dungannon Library,Adult Non-fiction Spoken Word,40,36,76,2021
Dungannon Library,Adult Reference,8,29,37,2021
Dungannon Library,Chatterbooks,,11,11,2021
Dungannon Library,Curriculum Support Collection,201,281,482,2021
Dungannon Library,Junior Fiction,32118,9173,41291,2021
Dungannon Library,Junior Fiction Large Print,13,5,18,2021
Dungannon Library,Junior Fiction Spoken Word,55,24,79,2021
Dungannon Library,Junior Language Pack,30,36,66,2021
Dungannon Library,Junior Non-fiction,4136,1707,5843,2021
Dungannon Library,Junior Non-fiction Spoken Word,2,4,6,2021
