BL record ID,Type of resource,Content type,Material type,BNB number,Archival Resource Key,ISBN,Name,Dates associated with name,Type of name,Role,All names,Title,Variant titles,Series title,Number within series,Country of publication,Place of publication,Publisher,Date of creation/publication,Edition,Physical description,Dewey classification,BL shelfmark,Topics,Genre,Languages,Notes,Provenance
18001369,Monograph,Language material ; Still image ; Text,Volume,GBB6C4923,,9781785781438,"Sutherland, John",1938-,person,author,"Sutherland, John, 1938-, author [person]","The Brontësaurus : an A-Z of Charlotte, Emily & Anne Brontë (& Branwell)",,,,England,London,Icon,2016,,"x, 198 pages, black and white illustrations, 21 cm",823.809,YC.2017.a.12634,"Brontë family--Encyclopedias ; Brontë, Charlotte, 1816-1855--Encyclopedias ; Authors, English--19th century--Encyclopedias ; Brontë, Emily, 1818-1848--Encyclopedias ; Brontë, Patrick Branwell, 1817-1848--Encyclopedias ; Brontë, Anne, 1820-1849--Encyclopedias",Encyclopaedia,English,Additional physical form: ebook version. 9781785781445,
18001451,Monograph,Language material ; Text,Volume,GBB6C5005,,9781785996771,,,,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person]",Jane Eyre,Wuthering Heights,,,England,London,Arcturus,2016,,"1 volume, 18 cm",823.808,,England--Social life and customs--Fiction,Fiction,English,In slip case,
18014438,Monograph,Language material ; Text,Online resource,GBB6G4416,,9780007373451 ; 9780062023308,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Collins classics,,England,London,Harper,2010,,1 online resource,823.8,ELD.DS.90475,Foundlings--Fiction ; Rural families ; Fiction--Classics ; England--Yorkshire ; Rejection (Psychology)--Fiction ; Yorkshire (England)--Fiction ; Triangles (Interpersonal relations) ; Rural families--Fiction ; Triangles (Interpersonal relations)--Fiction,Fiction,English,,
18057610,Monograph,Language material ; Still image ; Text,Volume,GBB6E0912,,9780198367598,"Wordsworth, William",1770-1850,person,author,"Tamarit, Nuria, illustrator [person] ; Vidal, Oriol, 1977-, illustrator [person] ; Todd-Stanton, Joe, illustrator [person] ; Hubbard, Sam, illustrator [person] ; Brontë, Emily, 1818-1848, author [person] ; Wordsworth, William, 1770-1850, author [person] ; Kimbell, Emily, illustrator [person] ; Stevenson, Robert Louis, 1850-1894, author [person] ; Ledoyen, Sam, illustrator [person] ; Whitman, Walt, 1819-1892, author [person] ; Boatella, Pep, 1983-, illustrator [person]",I wandered lonely as a cloud : and other poems,,,,England,Oxford,Oxford University Press,2016,,"32 pages, colour illustrations, 26 cm",428.6,YKL.2020.b.4774,,,English,,
18137568,Monograph,Language material ; Text,Online resource,GBB7N6362,,9781351893503,,,,,"Wells, Juliette, 1977- [person] ; Hagan, Sandra, 1964- [person]",The Brontës in the world of the arts,,The nineteenth century series,,,,Routledge,2016,,1 online resource (270 pages),823.8,ELD.DS.103802,"Brontë, Charlotte, 1816-1855--Knowledge--Art ; Women and literature--England--History--19th century ; Authors as artists--England ; Brontë, Anne, 1820-1849--Knowledge--Art ; Brontë family ; Brontë, Emily, 1818-1848--Knowledge--Art",,English,,
18149915,Monograph,Language material ; Text,Volume,GBB6K7072,,9781138929616,"Stevenson, W. H.",,person,author,"Stevenson, W. H., author [person]",Emily and Anne Brontë,,,,England,London,Routledge,2017,,"1 volume, 24 cm",823.809,,"Authors, English--19th century--History and criticism ; Women authors, English--19th century--History and criticism ; Brontë, Anne, 1820-1849 ; Brontë, Emily, 1818-1848",,English,Originally published: 1968,
18171812,Monograph,Language material ; Text,Volume,GBB704680,,9781509827800,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,London,Macmillan,2017,,"1 volume, 15 cm",823.8,,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,Additional physical form: ebook version. 9781509846672,
18173448,Monograph,Language material ; Text,Online resource (ePub ebook),GBB706315,,9781509846672,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Macmillan Collector's Library,119 [Macmillan Collector's Library],England,London,Macmillan,2017,,1 online resource,823.8,ELD.DS.115387,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction ; Literary ; Gothic",Fiction,English,Additional physical form: Print version. 9781509827800,
18223627,Monograph,Language material ; Text,Online resource,GBB726009,,9780720614442 ; 9780720614466,"MacEwan, Helen",,person,,"MacEwan, Helen [person]",The Brontës in Brussels,,,,England,London,Peter Owen,2014,,1 online resource (211 pages),823.809,ELD.DS.117441,"Brontë, Charlotte, 1816-1855--Homes and haunts--Belgium--Brussels ; Literary landmarks--Belgium--Brussels ; Brussels (Belgium)--Description and travel ; Brontë, Emily, 1818-1848--Homes and haunts--Belgium--Brussels ; Travel ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh",,English,,
18259298,Monograph,Language material ; Text,Online resource,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights : a novel,,,,United States of America,New York,Harper,1848,,"288 pages, 19 cm",,Digital Store RB.23.a.590,,,English,Wrongly attributed to Charlotte Brontë,
18329979,Monograph,Language material ; Text,Volume,GBB774953,,9780571337118,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering heights,,Faber Classics,,England,London,Faber & Faber,2017,,"442 pages, 20 cm",823.8,H.2018/.7175,Yorkshire (England)--Social life and customs--Fiction,Fiction ; Young adult fiction,English,,
18333206,Monograph,Language material ; Text,Online resource (ePub ebook),GBB778179,,9780571337125,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering heights,,,,England,London,Faber & Faber,2017,,1 online resource,823.8,,Yorkshire (England)--Social life and customs--Fiction,Fiction ; Young adult fiction,English,,
18333899,Monograph,Language material ; Text,Online resource (ePub ebook),GBB778872,,9781580056588,"Pennington, Miranda K.",,person,author,"Pennington, Miranda K., author [person]","A girl walks into a book : what the Brontës taught me about life, love, and women's work",,,,United States of America,Berkeley,Seal Press,2017,,1 online resource,814.6,ELD.DS.163976,"Brontë, Charlotte, 1816-1855--Influence ; Pennington, Miranda K.--Books and reading ; Brontë, Emily, 1818-1848--Influence ; Brontë family ; Brontë, Anne, 1820-1849--Influence ; Literary landmarks--England--Yorkshire",,English,,
18344222,Monograph,Language material ; Text,Volume,GBB783166,,9781580056571,"Pennington, Miranda K.",,person,author,"Pennington, Miranda K., author [person]","A girl walks into a book : what the Brontës taught me about life, love, and women's work",,,,United States of America,Berkeley,Seal Press,2017,,"1 volume, 22 cm",823.8,,"Pennington, Miranda K ; Brontë, Charlotte, 1816-1855--Influence ; Brontë, Emily, 1818-1848--Influence ; Brontë, Anne, 1820-1849--Influence",,English,,
18366985,Monograph,Language material ; Still image ; Text,Volume,GBB792546,,9781474924962,"Firth, Rachel",,person,author,"Brontë, Emily, 1818-1848 [person] ; Firth, Rachel, author [person]",Wuthering Heights,,Young reading. Series 4,,England,London,Usborne,2017,,"1 volume, colour illustrations, 20 cm",823.8,,"Yorkshire (England)--Social life and customs--Juvenile fiction ; Heathcliff, (Fictitious character from Brontë)--Juvenile fiction",Children's fiction,English,,
18384576,Monograph,Language material ; Text,Volume,GBB7A2155,,9780349006338,"Gordon, Lyndall",,person,author,"Gordon, Lyndall, author [person]",Outsiders : five women writers who changed the world,,,,England,London,Virago,2017,,"1 volume, 24 cm",823.009,,"Authors, English--19th century--Biography ; Eliot, George, 1819-1880 ; Shelley, Mary Wollstonecraft, 1797-1851 ; Woolf, Virginia, 1882-1941 ; Schreiner, Olive, 1855-1920 ; Women authors, English--20th century--Biography ; Authors, English--20th century--Biography ; Women authors, English--19th century--Biography ; Brontë, Emily, 1818-1848",Biography,English,Additional physical form: ebook version. 9780349006352,
18408887,Monograph,Language material ; Text,Volume,GBB7B4410,,9781786645500,,,,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person]",Bronte sisters,Villette ; Wuthering heights,,,England,London,Flame Tree Publishing,2017,,"479 pages, 24 cm",823.8,Nov.2018/2294,,,English,,
18439362,Monograph,Language material ; Text,Online resource (ePub ebook),GBB7C9430,,9781515414834,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,United States of America,Radford,Dancing Unicorn,2017,,1 online resource,823.8,,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
18441330,Monograph,Language material ; Text,Volume,,,9782343051291,"Kandji, Alioune Badara",,person,author,"Kandji, Alioune Badara, author [person]",Palimpsestes brontëens : relire et réécrire les soeurs Brontë,,Littératures & civilisations,no 4 [Littératures & civilisations],France,Paris,L'Harmattan,2014,,"214 pages, black and white illustrations, 22 cm",800,YF.2021.a.17944,"Brontë, Emily, 1818-1848 ; Rezeption ; Brontë, Anne, 1820-1849 ; Brontë, Emily, 1818-1848--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Influence ; Brontë, Emily, 1818-1848--Influence ; Influence (Literary, artistic, etc.) ; Brontë, Familie ; Brontë family ; Brontë, Anne, 1820-1849--Influence ; Brontë, Anne, 1820-1849--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Criticism and interpretation",Criticsm and interpretation,French,,
18456721,Monograph,Language material ; Text,Online resource,GBB7E3236,,9781925475975,"O'Connell, Mary",1966-,person,author,"O'Connell, Mary, 1966-, author [person]",Dear reader,,,,Australia,"South Melbourne, Victoria",Affirm Press,2017,,1 online resource (292 pages),813.6,ELD.DS.168517,"Missing persons ; English teachers--Fiction ; Man-woman relationships--Fiction ; Brontë, Emily, 1818-1848--Fiction ; New York (State) ; High school students--Books and reading ; Wuthering Heights (Brontë, Emily) ; New York (N.Y.)--Fiction ; High school students--Books and reading--Fiction ; Missing persons--Fiction",Fiction,English,,
18461969,Monograph,Cartographic image ; Language material ; Still image ; Text,Volume,GBB7D8990,,9781849311359,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Worth Press signature classics,,England,London,Worth Press,2017,,"xxix, 321 pages, illustrations (black and white and colour), map (colour), 22 cm",823.8,YC.2018.a.11726,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
18462733,Monograph,Language material ; Text,Online resource (ePub ebook),GBB7D9754,,9780349006352,"Gordon, Lyndall",,person,author,"Gordon, Lyndall, author [person]",Outsiders : five women writers who changed the world,,,,England,London,Virago,2017,,1 online resource,823.009,ELD.DS.216983,"Authors, English--19th century--Biography ; Eliot, George, 1819-1880 ; Shelley, Mary Wollstonecraft, 1797-1851 ; Woolf, Virginia, 1882-1941 ; Schreiner, Olive, 1855-1920 ; Women authors, English--20th century--Biography ; Authors, English--20th century--Biography ; Women authors, English--19th century--Biography ; Brontë, Emily, 1818-1848",Biography,English,Additional physical form: Print version. 9780349006338,
18475769,Monograph,Language material ; Text,Volume,GBB9B4464,,9780008195519,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering heights,,Collins classics,,England,London,William Collins,2017,,"viii, 356 pages, 20 cm",823.8,H.2019/.6113,,,English,,
18481731,Monograph,Language material ; Text,Online resource,GBB8N6863,,9781447966364,"Steele, Claire",,person,author,"Steele, Claire, author [person]","Wuthering Heights, Emily Brontë",,York notes for AS & A2,,England,Harlow,Pearson,2013,Revised edition,1 online resource (112 pages),823.8,ELD.DS.175193,"Brontë, Emily, 1818-1848",,English,,
18481771,Monograph,Language material ; Text,Online resource,GBB8F6526,,9781292212883,"Steele, Claire",,person,author,"Steele, Claire, author [person]",Wuthering heights,,York notes for A-level,,England ; United Kingdom,Harlow,Pearson,2017,,1 online resource (128 pages),823.8,ELD.DS.175233,"Brontë, Emily, 1818-1848",,English,,
18496648,Monograph,Language material ; Still image ; Text,Volume,GBB7G0307,,9781785782596 ; 9781785783630,"Sutherland, John",1938-,person,author,"Sutherland, John, 1938-, author [person]","The Brontësaurus : an A-Z of Charlotte, Emily & Anne Brontë (and Branwell)",,,,England,London,Icon,2017,,"x, 198 pages, black and white illustrations, 20 cm",823.809,,"Brontë family--Encyclopedias ; Brontë, Charlotte, 1816-1855--Encyclopedias ; Authors, English--19th century--Encyclopedias ; Brontë, Emily, 1818-1848--Encyclopedias ; Brontë, Patrick Branwell, 1817-1848--Encyclopedias ; Brontë, Anne, 1820-1849--Encyclopedias",Encyclopaedia,English,Originally published: 2016,
18506994,Monograph,Language material ; Text,Online resource,GBB7G9143,,9780141955001,"Brontë, Emily",1818-1848,person,author,"Hinton, S. E., writer [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Puffin classics,,England,London,Puffin,2009,,"xxx, 498 pages",823.8,ELD.DS.180597,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Ghost stories ; Romance & relationships stories (Children's / Teenage) ; Revenge--Fiction ; Yorkshire (England)--Social life and customs--Fiction ; Earnshaw, Catherine (Fictitious character : Brontë)--Fiction ; Triangles (Interpersonal relations)--Fiction",Fiction ; Romance fiction,English,,
18510658,Monograph,Language material ; Text,Online resource,GBB7H2408,,9780141974255 ; 9781336209435,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Penguin English library,,England,London,Penguin,2012,,1 online resource,823.8,ELD.DS.182639,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Heathcliff (Fictitious character : Brontë) ; Manners and customs ; Yorkshire (England)--Social life and customs--Fiction ; England--Yorkshire ; FICTION / Gothic",Fiction ; Romance fiction,English,,
18511699,Monograph,Language material ; Text,Online resource,GBB7H3227,,9781446426210,"Miller, Lucasta",,person,,"Miller, Lucasta [person]",The Brontë myth,,,,England ; United Kingdom,London,Vintage Digital,2013,,1 online resource (336 pages),823.809,ELD.DS.183680,"Women novelists, English--Biography ; England--Haworth ; Brontë, Anne, 1820-1849 ; Literary studies: fiction, novelists & prose writers ; SOCIAL SCIENCE / Popular Culture ; Novelists, English--19th century--Biography ; Literary studies: c 1800 to c 1900 ; Brontë (Familie) ; Haworth (England)--Biography ; SOCIAL SCIENCE / Customs & Traditions ; Brontë, Familie ; Biographie ; Brontë family ; Popular beliefs & controversial knowledge ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",Biography,English,,
18513802,Monograph,Language material ; Text,Online resource,GBB7H3892,,9780141398488,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",The night is darkening round me,Poems. Selections,Little black classics,,England,London,Penguin,2015,,1 online resource,821.8,ELD.DS.185665,,,English,,
18522101,Monograph,Language material ; Text,Online resource,GBB7H8237,,9780141966762,"Brontë, Emily",1818-1848,person,author,"Gezari, Janet, editor [person] ; Brontë, Emily, 1818-1848, author [person]",The complete poems,Poems,Penguin classics,,England ; United States of America,London ; New York,Penguin,1992,,"1 online resource (xlii, 293 pages)",821.8,ELD.DS.189290,English literature--19th century--History and criticism,Criticsm and interpretation,English,,
18524885,Monograph,Language material ; Text,Online resource,GBB7H9716,,9781407015989,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Vintage classics,,England,London,Vintage,2008,,,823.8,ELD.DS.191822,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Foundlings--Fiction ; Heathcliff (Fictitious character : Brontë) ; Manners and customs ; Yorkshire (England)--Social life and customs--Fiction ; England--Yorkshire ; Rejection (Psychology)--Fiction ; Triangles (Interpersonal relations) ; Triangles (Interpersonal relations)--Fiction",Fiction ; Romance fiction,English,Title from eBook information screen,
18530032,Monograph,Language material ; Text,Online resource,GBB7I3494,,9780141920559 ; 9781440612947 ; 9781440657603,"Brontë, Emily",1818-1848,person,author,"Miller, Lucasta, writer [person] ; Brontë, Emily, 1818-1848, author [person] ; Nestor, Pauline, editor ; writer [person]",Wuthering Heights,,Penguin classics,,England ; United States of America,London ; New York,Penguin,2003,,"1 online resource (liv, 353 pages)",823.8,ELD.DS.196865,Foundlings--Fiction ; Rural families ; England--Yorkshire ; Rejection (Psychology)--Fiction ; Yorkshire (England)--Fiction ; Triangles (Interpersonal relations) ; Rural families--Fiction ; Triangles (Interpersonal relations)--Fiction,Domestic fiction ; Fiction ; Romance fiction,English,,
18551100,Monograph,Language material ; Still image ; Text,Online resource (ebook),GBB7J2778,,9780191861390,"Brontë, Emily",1818-1848,person,author,"Marsden, Hilda, editor [person] ; Jack, Ian, 1923-2008, editor [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,The Clarendon edition of the novels of the Brontës,,England,Oxford,Oxford University Press,2017,,"1 online resource, black and white illustrations",823.8,,Yorkshire (England)--Social life and customs--Fiction,Fiction,English,Additional physical form: Print version. 9780198125112 ; Previously issued in print: 1976,
18551101,Monograph,Language material ; Text,Online resource (ebook),GBB7J2779,,9780191861406,"Brontë, Emily",1818-1848,person,author,"Chitham, Edward, editor [person] ; Roper, Derek, editor [person] ; Brontë, Emily, 1818-1848, author [person]",The poems of Emily Brontë,Poems. Selections,,,England,Oxford,Oxford University Press,2017,,1 online resource,821.8,,,,English,Additional physical form: Print version. 9780198126416 ; Previously issued in print: 1995,
18589914,Monograph,Language material ; Text,Volume,GBB7K9999,,9781250065483,"Hyde, Katherine Bolger",,person,author,"Hyde, Katherine Bolger, author [person]",Bloodstains with Bronte : a crime with the classics mystery,,,,United States of America,New York,Minotaur,2018,,"1 volume, 21 cm",813.6,,"Brontë, Emily, 1818-1848--Fiction",Detective and mystery fiction ; Fiction,English,,
18640170,Monograph,Language material ; Text,Online resource,GBB7O3625,,9781849892070,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,AUK Revisited,,England,Luton,Andrews,2010,,1 online resource,823.8,ELD.DS.233324,Foundlings--Fiction ; England ; Revenge--Fiction ; Rural families ; Fiction--Classics ; England--Yorkshire ; Rejection (Psychology)--Fiction ; Yorkshire (England)--Fiction ; Triangles (Interpersonal relations) ; Rural families--England--Fiction ; Triangles (Interpersonal relations)--Fiction ; Fiction--Romance--Regency ; FICTION--Psychological,Domestic fiction ; Fiction ; Romance fiction,English,,
18646115,Monograph,Language material ; Text,Volume,GBB7O1917,,9781526703125,"Rayner, Catherine",1950-,person,author,"Rayner, Catherine, 1950-, author [person]","The Brontë sisters : life, loss and literature",,,,England,Barnsley,Pen & Sword History,2018,,"vi, 248 pages, 8 unnumbered pages of plates, illustrations, 24 cm",823.809,YK.2018.a.7581,"Brontë, Anne, 1820-1849 ; Novelists, English--19th century--Biography ; Women novelists, English--19th century--Biography ; Brontë family ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",Biography,English,Includes QR code,
18665035,Monograph,Language material ; Text,Volume,GBB800266,,9780008280949,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person] ; Stewart, Michael, novelist ; writer [person]",Wuthering Heights,,,,England,London,,2018,,"430 pages, 23 cm",823.8,Nov.2019/1018,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
18690436,Monograph,Language material ; Text,Online resource,GBB851425,,9780062023308 ; 9780062118158,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,United States of America,New York,HarperTeen,2009,,"1 online resource (427, 14 pages)",823.8,ELD.DS.253439,"Foundlings ; Rural families ; Fiction--Psychological ; Triangles (Interpersonal relations) ; Rural families--Fiction ; Heathcliff, (Fictitious character from Brontë)--Fiction ; Man-woman relationships--England--Yorkshire--Fiction ; Heathcliff (Fictitious character : Brontë) ; Rejection (Psychology)--Fiction ; Film novelizations ; Triangles (Interpersonal relations)--Fiction ; Foundlings--Fiction ; Manners and customs ; Yorkshire (England)--Fiction ; England--Social life and customs--19th century--Fiction",Domestic fiction ; Fiction ; Romance fiction,English,'Bella & Edward's favorite book'--Cover ; 'Originally published in 1847'--Title page verso ; Includes extras: Quiz: Are you destined for a tumultuous love ... ; Ingredients for a Gothic romance; 10 things you didn't know about Emily Brontë.; What if Catherine and Heathcliff lived now and were on Facebook? ; Originally published in 1847,
18695461,Monograph,Language material ; Text,Online resource,GBB878801,,9780062118158,"Brontë, Emily",1818-1848,person,author,"Dockray, Tracy, illustrator [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,United States of America,New York,Harper Design,2011,,1 online resource,823.8,ELD.DS.255338,"Foundlings ; Rural families ; Art--Popular Culture ; Triangles (Interpersonal relations) ; Rural families--Fiction ; Heathcliff, (Fictitious character from Brontë)--Fiction ; Man-woman relationships--England--Yorkshire--Fiction ; Heathcliff (Fictitious character : Brontë) ; Rejection (Psychology)--Fiction ; Film novelizations ; Triangles (Interpersonal relations)--Fiction ; Foundlings--Fiction ; Manners and customs ; Yorkshire (England)--Fiction ; England--Social life and customs--19th century--Fiction",Domestic fiction ; Fiction ; Romance fiction,English,Originally published in 1847,
18706282,Monograph,Language material,,,,9781420508413,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights : The Graphic Novel,,,,England,,,2012,,"illustrations, colour, 25 x 17 x 1 cm",,,,,English,hardback Library binding. Paper over boards,
18733026,Monograph,Language material ; Text,Volume,GBB830073,,9781787198487,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Legend classics,,England,London,Legend,2018,,"1 volume, 20 cm",823.8,,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,Additional physical form: ebook version. 9781787198470,
18733157,Monograph,Language material ; Text,Volume,GBB830204,,9781847497246,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Poems from the moor,Poems. Selections,,,England,London,Alma Classics,2018,,"248 pages, 4 unnumbered pages of plates, illustrations, 20 cm",821.8,YKL.2019.a.6920,,,English,,
18734594,Monograph,Language material ; Text,Online resource (ePub ebook),GBB831641,,9781787198470,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Legend classics,,England,London,Legend,2018,,1 online resource,823.8,ELD.DS.321164,"Heathcliff, (Fictitious character from Brontë)--Fiction ; FICTION--Gothic ; Yorkshire (England)--Social life and customs--Fiction ; FICTION--Romance--General ; FICTION--Classics ; Classic fiction (pre c 1945)",Fiction,English,Additional physical form: Print version. 9781787198487,
18784077,Monograph,Language material ; Still image ; Text,Volume,GBB845753,,9780750978989,"Holland, Nick",1971-,person,author,"Holland, Nick, 1971-, author [person] ; Brontë, Emily, 1818-1848 [person]",Emily Bronte : a life in 20 poems,Poems,,,England,Stroud,History Press,2018,,"254 pages, black and white illustrations, 21 cm",821.8,YC.2019.a.689,"Brontë, Emily, 1818-1848--Criticism and interpretation",,English,Additional physical form: ebook version. 9780750988421,
18795523,Monograph,Language material ; Text,Volume,GBB852224,,9780241256589,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,United States of America,New York,Penguin,2018,,"1 volume, 24 cm",823.8,,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
18806581,Monograph,Language material ; Still image ; Text,Online resource (ePub ebook),GBB857712,,9780750988421,"Holland, Nick",1971-,person,author,"Holland, Nick, 1971-, author [person] ; Brontë, Emily, 1818-1848 [person]",Emily Bronte : a life in 20 poems,Poems,,,England,Stroud,History Press,2018,,"1 online resource, black and white illustrations",821.8,ELD.DS.277867,"gender studies: women ; Brontë, Emily, 1818-1848--Criticism and interpretation",,English,Additional physical form: Print version. 9780750978989,
18813801,Monograph,Language material ; Still image ; Text,Volume,GBB861002,,9781911454342 ; 9781911454359,"Stoneman, Patsy",,person,author,"Stoneman, Patsy, author [person]",Brontë transformations : the cultural dissemination of Jane Eyre and Wuthering Heights,,,,England,Brighton,Edward Everett Root,2018,Second expanded edition,"xxiii, 386 pages, black and white illustrations, 24 cm",823.8,,"Brontë, Emily, 1818-1848--Appreciation--History ; Brontë, Emily, 1818-1848--Criticism and interpretation--History ; Brontë, Emily, 1818-1848--Adaptations--History ; Brontë, Charlotte, 1816-1855--Adaptations--History ; Brontë, Charlotte, 1816-1855--Appreciation--History ; Brontë, Charlotte, 1816-1855--Criticism and interpretation--History",,English,,
18827772,Monograph,Language material ; Text,Volume,GBB864971,,9780233005546,"O'Neill, Jane",,person,author,"O'Neill, Jane, author [person]",The Brontës treasury,,,,England,London,Andre Deutsch,2018,,"1 volume, 21 cm",823.809,,"Brontë, Emily, 1818-1848--Criticism and interpretation ; Women novelists, English--19th century ; English fiction--19th century--History and criticism ; Brontë, Anne, 1820-1849--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Criticism and interpretation",,English,,
18831035,Monograph,Language material ; Text,Volume,GBB868234,,9781912235056,"O'Callaghan, Claire",,person,author,"O'Callaghan, Claire, author [person]",Emily Brontë reappraised,,,,Scotland,Glasgow,Saraband,2018,,1 volume,823.8,,"Authors, English--19th century--Biography ; Women authors, English--19th century--Biography ; Brontë, Emily, 1818-1848",Biography,English,Additional physical form: ebook version. 9781912235230,
18838043,Monograph,Language material ; Text,Volume,GBB872498,,9781840227901,,,,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",The complete novels of Brontë sisters,Agnes Grey ; Jane Eyre ; Professor ; Shirley ; Tenant of Wildfell Hall ; Villette ; Wuthering Heights,Wordsworth box sets,,England,Ware,Wordsworth,2018,,"7 volumes, 20 cm",823.808,H.2019/.7088,English fiction--19th century,,English,,
18839458,Monograph,Language material ; Text,Volume,GBB8J8191,,9780472130603,"Pascoe, Judith",1960-,person,author,"Pascoe, Judith, 1960-, author [person]",On the bullet train with Emily Bronté : Wuthering Heights in Japan,Wuthering Heights in Japan,,,United States of America,Ann Arbor,University of Michigan Press,2017,,"xiii, 176 pages, illustrations, 24 cm",823.8,YC.2018.a.14727,"TRAVEL / Asia / Japan ; Brontë, Emily, 1818-1848--Appreciation--Japan ; Brontë, Emily, 1818-1848--Influence ; Reader-response criticism--Japan ; LITERARY CRITICISM / Asian / Japanese ; LITERARY CRITICISM / European / English, Irish, Scottish, Welsh ; Brontë, Emily, 1818-1848--Adapatations",,English,,
18859597,Monograph,Language material ; Text,Volume,GBB8F4150,,9781999683603,"Hennessy, John, pianist",,person,author,"Hennessy, John, pianist, author [person]",Emily Jane Brontë and her music,,,,United Kingdom,,WK Publishing,2018,,"xiii, 491 pages, illustrations, music, 20 cm",,YC.2019.a.4238,"Music appreciation--England--Haworth--History--19th century ; Music--Collectors and collecting--England--Haworth--History--19th century ; Authors and music--England--Haworth--History--19th century ; Brontë family ; Brontë, Emily, 1818-1848",,English,,
18861214,Monograph,Language material ; Text,Volume,GBB883717,,9780008257439,,,,,"Mosse, Kate, 1961-, editor [person]",I am Heathcliff,,,,England,London,Borough Press,2018,,"1 volume, 23 cm",823.0108092,,"Brontë, Emily, 1818-1848--Characters--Fiction ; Love stories, English",Fiction,English,Additional physical form: ebook version. 9780008257453,
